name,category,price_tier,neighborhood,open_start,open_end,average_rating,good_for_kids,customer_review
luctus et,Greek,Medium,Manhattan,19:22:06.000,16:09:33.000,4.3,0,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
congue,Thai,Cheap,Staten Island,12:32:49.000,10:49:12.000,1.8,0,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
nunc commodo,Chinese,Cheap,Chelsea,19:08:44.000,9:00:01.000,2.4,0,
nulla nisl nunc,Mexican,Medium,Queens,20:40:48.000,19:24:22.000,4.3,0,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
sollicitudin mi,Indian,Cheap,Lower East Side,14:58:25.000,18:16:43.000,3.5,1,
ante,Japanese,Cheap,Chelsea,21:32:17.000,23:54:02.000,3.5,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
lobortis,Spanish,Expensive,Park Slope,15:55:29.000,9:49:58.000,3.6,1,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus."
rhoncus aliquet,French,Expensive,Queens,21:11:08.000,18:11:43.000,3.9,0,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
odio,Indian,Expensive,Flushing,15:48:56.000,10:32:54.000,3.2,0,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
platea dictumst morbi,French,Expensive,Long Island City,14:56:07.000,12:43:43.000,4.1,0,
erat nulla tempus,French,Expensive,Park Slope,11:29:56.000,18:21:30.000,2.6,0,
in,Indian,Cheap,Staten Island,15:29:31.000,10:40:58.000,1.8,0,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
nulla,Mexican,Cheap,Queens,13:13:35.000,11:27:40.000,1.9,0,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
curae,Mexican,Medium,Queens,12:48:48.000,8:10:02.000,2.2,1,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst."
sapien cursus,Mexican,Cheap,Chelsea,16:34:04.000,21:29:40.000,1.4,1,
cursus vestibulum,French,Expensive,Jackson Heights,21:28:44.000,8:00:53.000,1.4,0,
congue risus,American,Cheap,Flushing,18:15:36.000,23:45:54.000,4.9,1,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo."
placerat,Italian,Medium,Downtown,12:35:08.000,14:33:11.000,3.8,0,
quis lectus suspendisse,Indian,Cheap,Staten Island,11:18:46.000,14:22:30.000,1.6,0,
convallis morbi,Chinese,Medium,Greenwich Village,16:40:36.000,23:13:34.000,3.2,1,
tortor,Italian,Medium,Queens,14:35:16.000,15:23:57.000,4.8,0,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
donec pharetra,American,Medium,Upper West Side,19:41:42.000,11:08:13.000,4.7,0,
nulla justo,Mexican,Cheap,Harlem,18:05:53.000,16:04:25.000,2.6,0,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
nulla,Japanese,Cheap,Jackson Heights,16:27:17.000,23:55:01.000,3.8,0,
tortor eu pede,Greek,Medium,Upper East Side,12:40:41.000,11:12:05.000,3.7,1,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui."
posuere cubilia,French,Medium,Park Slope,12:56:03.000,14:55:50.000,3.9,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
faucibus,Chinese,Medium,Upper West Side,13:43:35.000,20:19:53.000,4.7,0,
lorem ipsum,American,Cheap,Harlem,13:39:37.000,20:35:02.000,1.5,0,
dui luctus rutrum,Spanish,Expensive,Downtown,18:39:16.000,18:33:32.000,2.4,0,
nunc purus,Mexican,Medium,Long Island City,15:37:09.000,15:39:37.000,2.3,0,
vel nulla,Greek,Cheap,Park Slope,20:10:09.000,10:02:50.000,1.4,1,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
blandit,French,Cheap,East Village,20:53:34.000,19:49:02.000,2.2,0,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
vivamus in,American,Cheap,Astoria,11:15:50.000,15:30:12.000,1.9,1,
sit amet lobortis,Japanese,Expensive,Downtown,11:55:30.000,18:47:21.000,4.2,0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
ornare imperdiet sapien,Chinese,Expensive,Williamsburg,19:56:16.000,14:42:45.000,1.0,0,
nisl,Indian,Medium,Chelsea,17:09:22.000,22:35:00.000,4.8,1,
aliquam sit amet,Greek,Medium,Astoria,14:42:55.000,19:29:06.000,2.6,0,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
tempus,Thai,Expensive,Jackson Heights,21:09:37.000,23:04:39.000,3.7,0,
nunc vestibulum ante,Spanish,Expensive,Bronx,13:04:49.000,18:08:51.000,2.0,0,
at,Mexican,Expensive,Astoria,20:51:10.000,21:53:23.000,2.3,1,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
nulla suscipit,Thai,Cheap,Jackson Heights,15:55:25.000,22:43:32.000,1.2,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
tincidunt eu,Japanese,Cheap,Jackson Heights,13:19:10.000,15:41:26.000,1.1,1,Sed ante. Vivamus tortor. Duis mattis egestas metus.
lorem integer,Italian,Expensive,Upper East Side,19:22:33.000,14:29:09.000,2.3,1,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
praesent blandit,Thai,Cheap,Williamsburg,16:20:38.000,18:58:23.000,1.5,1,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem."
curae mauris,Italian,Cheap,Williamsburg,11:29:43.000,11:42:57.000,4.1,1,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
potenti,American,Expensive,Greenwich Village,18:16:40.000,10:34:58.000,3.7,0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
eget,French,Medium,Midtown,11:16:51.000,12:17:54.000,1.4,1,
at,Spanish,Cheap,Queens,16:54:51.000,9:39:06.000,3.9,0,In congue. Etiam justo. Etiam pretium iaculis justo.
interdum eu,Chinese,Expensive,Lower East Side,13:21:29.000,9:16:16.000,3.1,0,In congue. Etiam justo. Etiam pretium iaculis justo.
in hac,Italian,Expensive,Long Island City,12:39:34.000,14:26:39.000,1.9,0,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
eu,Mexican,Expensive,Brooklyn,13:23:03.000,8:09:02.000,1.8,0,
ac,Spanish,Expensive,Bronx,21:34:34.000,12:28:34.000,4.6,1,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh."
cum sociis natoque,French,Cheap,Chelsea,16:24:36.000,18:08:50.000,1.8,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
ipsum praesent,Greek,Expensive,Upper West Side,13:23:29.000,11:21:44.000,2.4,1,
donec dapibus duis,Thai,Cheap,Upper East Side,20:56:24.000,12:13:18.000,3.3,1,
a suscipit nulla,Chinese,Expensive,Upper East Side,20:32:08.000,13:45:29.000,3.0,1,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
nulla pede ullamcorper,American,Expensive,Staten Island,14:18:11.000,19:16:06.000,3.3,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
malesuada in,Indian,Expensive,Park Slope,20:13:35.000,23:05:04.000,3.6,0,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
semper porta volutpat,Thai,Medium,Chelsea,11:47:03.000,11:30:51.000,3.9,1,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
nam nulla,American,Medium,Long Island City,12:48:50.000,15:14:01.000,2.7,1,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
vehicula consequat morbi,Chinese,Expensive,Staten Island,16:45:07.000,20:12:36.000,2.3,0,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.
nunc rhoncus dui,French,Cheap,East Village,17:08:45.000,21:18:45.000,2.3,0,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus."
sit,Spanish,Medium,Downtown,16:38:30.000,18:47:36.000,4.5,0,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
mauris,Spanish,Cheap,Upper West Side,16:11:20.000,22:55:48.000,4.5,0,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum."
nullam,Spanish,Cheap,Midtown,16:14:23.000,17:19:50.000,3.3,1,
aliquam augue,American,Medium,Chelsea,15:04:32.000,11:26:20.000,1.8,1,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
phasellus id sapien,Mexican,Medium,Astoria,11:02:07.000,19:22:05.000,4.9,0,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit."
ac,Indian,Expensive,Staten Island,11:30:14.000,12:39:02.000,2.6,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
vehicula,Spanish,Cheap,Jackson Heights,18:49:31.000,12:48:18.000,3.7,0,
in purus eu,American,Expensive,Brooklyn,15:30:38.000,19:43:54.000,3.3,0,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
aliquet,Thai,Medium,Park Slope,13:56:54.000,20:20:38.000,3.1,1,Fusce consequat. Nulla nisl. Nunc nisl.
nulla,Italian,Expensive,Brooklyn,11:24:20.000,20:49:42.000,4.1,0,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis."
consequat varius,Italian,Expensive,Williamsburg,16:42:26.000,14:49:53.000,4.1,1,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat."
ante,Spanish,Expensive,Queens,17:55:21.000,20:47:33.000,1.7,1,
vestibulum sit,Italian,Expensive,Lower East Side,16:15:11.000,14:33:56.000,2.9,1,In congue. Etiam justo. Etiam pretium iaculis justo.
justo sollicitudin,Greek,Medium,Bronx,11:47:20.000,16:10:35.000,1.0,0,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
luctus nec molestie,Thai,Cheap,Upper East Side,13:10:17.000,21:02:14.000,2.2,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
dui vel sem,Mexican,Cheap,Manhattan,20:00:11.000,20:06:59.000,4.7,0,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
orci pede,Chinese,Cheap,Upper East Side,11:42:46.000,18:51:25.000,4.0,1,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
nulla sed,Mexican,Expensive,Harlem,21:37:37.000,23:32:36.000,1.9,1,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
ligula nec sem,Mexican,Medium,Upper West Side,20:16:50.000,8:03:34.000,1.1,0,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
hac habitasse platea,Spanish,Cheap,Lower East Side,11:02:41.000,14:17:55.000,1.6,1,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.
in,Japanese,Cheap,Midtown,11:35:20.000,12:33:30.000,2.1,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
vehicula consequat morbi,American,Medium,Flushing,17:19:39.000,22:47:52.000,1.9,1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus."
